Monday 09 December 2019 17:29,1420.7.1560,release/1420 (commit hash : 0xE4D4BBB3)
Binding,ImageBlocks-dialogs,ImageBlocks-schemas,Master-schemas,Gui-dialogs,TrueTouch,PrintServer,ImageBlocks-unittest
TrueSort.LoadCvrFile,1,1,0,1,0,0,1
TrueSort.LoadSpectrometerGraphReplyMessage,1,1,0,1,0,0,1
TrueSort.PrintFileContent,1,1,0,0,0,0,1
TrueSort.ProjectorControl.IsValid,0,0,0,1,0,0,0
TrueSort.ProjectorControl.New,0,0,0,1,0,0,0
TrueSort.RegisterNewResultsCallback,1,1,0,1,0,0,1
TrueSort.RegisterRestoreCVRCallback,1,1,0,1,0,0,1
TrueSort.SaveCurrentGradingProgram,1,1,0,1,0,0,1
TrueSort.SaveCvrFile,1,1,0,1,0,0,1
TrueSort.SetMeasureMethodDisplayName,1,1,0,1,0,0,1
TrueSort.SetMeasureMethodUnit,1,1,0,1,0,0,1
TrueSortAlgorithms.Algorithms.Cucumber.ProcessLaserLines,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.Pear.FindStem,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.Add,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.Average,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.ConvertToAbsorbance,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.ConvertToLog10,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.Crop,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.DetectOverExposure,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.Divide,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.DotProduct,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.Filter,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.FilterExtended,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.FilterLowPassExtended,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.FilterSGolay,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.FilterSGolayDeriv1,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.FilterSGolayDeriv2,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.FilterSGolayDeriv3,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.FilterSimpleAverage,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.FilterSimpleDerivative,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.FindZeroCrossings,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.FlatField,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.GetDCBlackLevel,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.GetExtrema,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.GetMaxValue,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.Multiply,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.OffsetIntensity,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.Resample,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.ScaleIntensity,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralMeasurement.Subtract,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralReference.CalculateEffectiveReference,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralReference.ConvertBallReferenceIntoTheoreticSlideReference,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralReference.ConvertSlideReferenceIntoTheoreticBallReference,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralSignatures.DetectMaterialFromSpectrum,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SpectralSignatures.FitCalibrationBallSpectrum,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SymmetricalRelationMap.CalculateClusters,1,1,1,1,0,0,1
TrueSortAlgorithms.Algorithms.SymmetricalRelationMap.ExtractMaximalClique,1,1,1,1,0,0,1
TrueSortAlgorithms.Objects.SymmetricalRelationMap.ConstCast,1,1,1,1,0,0,1
TrueSortAlgorithms.Objects.SymmetricalRelationMap.IsValid,1,1,1,1,0,0,1
TrueSortAlgorithms.Objects.SymmetricalRelationMap.New,1,1,1,1,0,0,1
Trui.CloseAndOpenNextDialog,0,0,0,0,1,0,0
Trui.CloseDialog,0,0,0,0,1,0,0
Trui.DoModal,0,0,0,0,1,0,0
Trui.DrawSeparator,0,0,0,0,1,0,0
Trui.DrawText,0,0,0,0,1,0,0
Trui.EnableHttpAccess,0,0,0,0,1,0,0
Trui.FitText,0,0,0,0,1,0,0
Trui.GetCurrentDialogInfo,0,0,0,0,1,0,0
Trui.GetDefaultFont,0,0,0,0,1,0,0
Trui.ImplementWidget,0,0,0,0,1,0,0
Trui.ImplementWindow,0,0,0,0,1,0,0
Trui.Invalidate,0,0,0,0,1,0,0
Trui.OnTouchListener,0,0,0,0,1,0,0
Trui.Paint,0,0,0,0,1,0,0
Trui.PressControl,0,0,0,0,1,0,0
Trui.RegisterDialog,0,0,0,0,1,0,0
UAC.HasRight,1,0,0,1,0,0,1
Unit.FromMetric,1,1,0,1,1,1,1
Unit.GetUnit,1,1,0,1,1,1,1
Unit.GetWeightUnitTable,1,1,0,1,1,1,1
Unit.GramsToWeight,1,1,0,1,1,1,1
Unit.NumberOfDecimals,1,1,0,1,1,1,1
Unit.ToMetric,1,1,0,1,1,1,1
Unit.WeightString2Type,1,1,0,1,1,1,1
Unit.WeightToGrams,1,1,0,1,1,1,1
Unit.WeightType2String,1,1,0,1,1,1,1
UpdatePrinters,0,0,0,0,0,1,0
UpdateTrueTouchClients,0,0,0,0,0,1,0
Vision.Algorithms.GaussianFilters.GaussianDerivative,1,1,1,1,0,0,1
Vision.Algorithms.GaussianFilters.GaussianFIRDerivative,1,1,1,1,0,0,1
Vision.Algorithms.GaussianFilters.GaussianFIRFilter,1,1,1,1,0,0,1
Vision.Algorithms.GaussianFilters.GaussianFIRSecondDerivative,1,1,1,1,0,0,1
Vision.Algorithms.GaussianFilters.GaussianFilter,1,1,1,1,0,0,1
Vision.Algorithms.GaussianFilters.GaussianSecondDerivative,1,1,1,1,0,0,1
Vision.Algorithms.ImageFalseColor.FalseColorConverter.ConstCast,1,1,0,1,0,0,1
Vision.Algorithms.ImageFalseColor.FalseColorConverter.IsValid,1,1,0,1,0,0,1
Vision.Algorithms.ImageFalseColor.FalseColorConverter.New,1,1,0,1,0,0,1
Vision.Algorithms.ImageFilters.Clahe,1,1,1,1,0,0,1
Vision.Algorithms.ImageFilters.Emboss2DAbs,1,1,1,1,0,0,1
Vision.Algorithms.ImageFilters.SobelMagnitude,1,1,1,1,0,0,1
Vision.Algorithms.ImageFilters.SobelMagnitudeExact,1,1,1,1,0,0,1
Vision.Algorithms.ImageObjectDetection.FitCircleOnBrightestSlices,1,1,0,1,0,0,1
Vision.Algorithms.IntegralImages.CalculateNewHillHeightImage,1,1,1,1,0,0,1
Vision.Algorithms.IntegralImages.CalculateNewHillHeightImageSSE,1,1,1,1,0,0,1
Vision.Algorithms.IntegralImages.CalculateNewPitDepthImage,1,1,1,1,0,0,1
Vision.Algorithms.IntegralImages.CalculateNewPitDepthImageSSE,1,1,1,1,0,0,1
Vision.Algorithms.IntegralImages.IntegralDeviationDistanceRGB32,1,1,1,1,0,0,1
Vision.Algorithms.IntegralImages.IntegralDeviationDistanceRGB32SSE,1,1,1,1,0,0,1
Vision.Algorithms.IntegralImages.IntegralDeviationMap,1,1,1,1,0,0,1
Vision.Algorithms.IntegralImages.IntegralDeviationMapSSE,1,1,1,1,0,0,1
Vision.Algorithms.IntegralImages.IntegralImageMasked,1,1,1,1,0,0,1
Vision.Algorithms.IntegralImages.IntegralImageMaskedRGB32,1,1,1,1,0,0,1
Vision.Algorithms.IntensityProfiles.IntensityProfileFromImage,1,1,1,1,0,0,1
Vision.Algorithms.LeastSquaresFitting.LeastSquaresFitting,1,1,1,1,0,0,1
Vision.Algorithms.LocalBinaryPattern.ExtendedIntegralLocalBinaryPattern,1,1,1,1,0,0,1
Vision.Algorithms.LocalBinaryPattern.LocalBinaryContrast,1,1,1,1,0,0,1
Vision.Algorithms.LocalBinaryPattern.LocalBinaryPattern,1,1,1,1,0,0,1
Vision.Algorithms.PointChainConversion.PointChainToString,1,1,1,1,0,0,1
Vision.Algorithms.PointChainConversion.StringToPointChain,1,1,1,1,0,0,1
Vision.Algorithms.PointChainGeometry.AlgabraicCircleFit,1,1,1,1,0,0,1
Vision.Algorithms.PointChainGeometry.CenterlineNormalDiameter,1,1,1,1,0,0,1
Vision.Algorithms.PointChainGeometry.EllipseFitting,1,1,1,1,0,0,1
Vision.Algorithms.PointChainGeometry.FindCenterline,1,1,1,1,0,0,1
Vision.Algorithms.PointChainGeometry.FindCenterlineDebug,1,1,0,0,0,0,1
Vision.Algorithms.PointChainGeometry.FindDents,1,1,1,1,0,0,1
Vision.Algorithms.PointChainGeometry.InterpolatedCenterlineDiameter,1,1,1,1,0,0,1
Vision.Algorithms.PointChainGeometry.MinMaxDiameter,1,1,1,1,0,0,1
Vision.Algorithms.PointChainGeometry.MinMaxPerpendicularDiameter,1,1,1,1,0,0,1
Vision.Algorithms.PointChainManipulation.CreateNormal,1,1,1,1,0,0,1
Vision.Algorithms.PointChainManipulation.Simplify,1,1,1,1,0,0,1
Vision.Algorithms.RegionGeometry.ProjectDonut,1,1,1,1,0,0,1
Vision.Algorithms.RegionGeometry.ProjectDonutQuadList,1,1,1,1,0,0,1
Vision.Algorithms.RegionGeometry.ProjectQuadList,1,1,1,1,0,0,1
Vision.Algorithms.RegionManipulation.DilateErode,1,1,1,1,0,0,1
Vision.Algorithms.RegionManipulation.GetTotalHoleSize,1,1,1,1,0,0,1
Vision.Algorithms.RegionManipulation.RemoveHoles,1,1,1,1,0,0,1
Vision.Algorithms.RegionManipulation.RemoveHolesFrom,1,1,1,1,0,0,1
Vision.Algorithms.RegionStatistics.CalculatePrincipalComponents,1,1,1,1,0,0,1
Vision.Algorithms.RegionStatistics.ComputeGeometricMoments,1,1,1,1,0,0,1
Vision.Algorithms.RegionStatistics.ComputeSecondOrderCentralMoments,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.HyperSpectral.AverageImageStack,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.HyperSpectral.FlatFieldImage,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.HyperSpectral.FlatFieldImageStack,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.HyperSpectral.GetRawData,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.HyperSpectral.ImageMedian3x3,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.HyperSpectral.RotateDataCube,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.HyperSpectral.SubSampleImage,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.ImageFilters.CalculateRegionIntegralImage,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.ImageFilters.ConstantOrderMedianFilter,1,1,0,0,0,0,1
Vision.Experimental.Algorithms.ImageFilters.IntegralImageStack,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.ImageFilters.IntegralRegionMedianFilter,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.ImageFilters.NaiveMedianFilter,1,1,0,0,0,0,1
Vision.Experimental.Algorithms.ImageFilters.UnitVarianceScaling,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.ImageObjectDetection.DetectLaserLine,1,1,0,1,0,0,1
Vision.Experimental.Algorithms.ImageObjectDetection.StegerRidgeIntermediateData.ConstCast,1,1,1,0,0,0,1
Vision.Experimental.Algorithms.ImageObjectDetection.StegerRidgeIntermediateData.IsValid,1,1,1,0,0,0,1
Vision.Experimental.Algorithms.ImageObjectDetection.StegerRidgeIntermediateData.New,1,1,1,0,0,0,1
Vision.Experimental.Algorithms.Jseg.Quantize,1,1,0,0,0,0,1
Vision.Experimental.Algorithms.PointChain3DGeometry.CreateParametricApproximation,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.PointChain3DGeometry.LocateClosestApproach,1,1,1,1,0,0,1
Vision.Experimental.Algorithms.PointChainGeometry.CalculateParametricDistances,1,1,1,1,0,0,1
Vision.Experimental.Objects.LaserTriangulation.ConstCast,1,1,0,1,0,0,1
Vision.Experimental.Objects.LaserTriangulation.IsValid,1,1,0,1,0,0,1
Vision.Experimental.Objects.LaserTriangulation.New,1,1,0,1,0,0,1
Vision.Objects.HistogramY8.ConstCast,1,1,1,1,0,0,1
Vision.Objects.HistogramY8.Equalize,1,1,1,1,0,0,1
Vision.Objects.HistogramY8.IsValid,1,1,1,1,0,0,1
Vision.Objects.HistogramY8.New,1,1,1,1,0,0,1
Vision.Objects.Image.ConstCast,1,1,1,1,1,0,1
Vision.Objects.Image.FromRawString,1,1,1,1,1,0,1
Vision.Objects.Image.FromString,1,1,1,1,1,0,1
Vision.Objects.Image.IsValid,1,1,1,1,1,0,1
Vision.Objects.Image.LoadBmp,1,1,0,1,0,0,1
Vision.Objects.Image.New,1,1,1,1,1,0,1
Vision.Objects.Image.Rgb24FromR8G8B8,1,1,1,1,1,0,1
Vision.Objects.Image.StringToType,1,1,1,1,1,0,1
Vision.Objects.Image.TypeToString,1,1,1,1,1,0,1
Vision.Objects.IntensityProfile.ConstCast,1,1,0,1,0,0,1
Vision.Objects.IntensityProfile.FromArray,1,1,0,1,0,0,1
Vision.Objects.IntensityProfile.FromImage,1,1,0,1,0,0,1
Vision.Objects.IntensityProfile.IsValid,1,1,0,1,0,0,1
Vision.Objects.IntensityProfile.New,1,1,0,1,0,0,1
Vision.Objects.Line.ConstCast,1,1,1,1,1,0,1
Vision.Objects.Line.IsValid,1,1,1,1,1,0,1
Vision.Objects.Line.New,1,1,1,1,1,0,1
Vision.Objects.LineEquation.ConstCast,1,1,1,1,0,0,1
Vision.Objects.LineEquation.IsValid,1,1,1,1,0,0,1
Vision.Objects.LineEquation.New,1,1,1,1,0,0,1
Vision.Objects.Point.ConstCast,1,1,1,1,1,1,1
Vision.Objects.Point.IsValid,1,1,1,1,1,1,1
Vision.Objects.Point.New,1,1,1,1,1,1,1
Vision.Objects.Point3D.ConstCast,1,1,1,1,0,0,1
Vision.Objects.Point3D.IsValid,1,1,1,1,0,0,1
Vision.Objects.Point3D.New,1,1,1,1,0,0,1
Vision.Objects.Point3DF.ConstCast,1,1,1,1,1,0,1
Vision.Objects.Point3DF.IsValid,1,1,1,1,1,0,1
Vision.Objects.Point3DF.New,1,1,1,1,1,0,1
Vision.Objects.PointChain.ConstCast,1,1,1,1,1,0,1
Vision.Objects.PointChain.IsValid,1,1,1,1,1,0,1
Vision.Objects.PointChain.New,1,1,1,1,1,0,1
Vision.Objects.PointChain3D.ConstCast,1,1,1,1,1,0,1
Vision.Objects.PointChain3D.IsValid,1,1,1,1,1,0,1
Vision.Objects.PointChain3D.New,1,1,1,1,1,0,1
Vision.Objects.PointF.ConstCast,1,1,1,1,0,0,1
Vision.Objects.PointF.IsValid,1,1,1,1,0,0,1
Vision.Objects.PointF.New,1,1,1,1,0,0,1
Vision.Objects.Polynomial.ConstCast,1,1,1,1,0,0,1
Vision.Objects.Polynomial.IsValid,1,1,1,1,0,0,1
Vision.Objects.Polynomial.New,1,1,1,1,0,0,1
Vision.Objects.Rect.ConstCast,1,1,1,1,1,1,1
Vision.Objects.Rect.IsValid,1,1,1,1,1,1,1
Vision.Objects.Rect.New,1,1,1,1,1,1,1
Vision.Objects.Region.ConstCast,1,1,1,1,1,0,1
Vision.Objects.Region.FromInt16,1,1,1,1,1,0,1
Vision.Objects.Region.FromPointChain,1,1,1,1,1,0,1
Vision.Objects.Region.FromPointCloud,1,1,1,1,1,0,1
Vision.Objects.Region.FromRegionInt16,1,1,1,1,1,0,1
Vision.Objects.Region.FromRegionY8,1,1,1,1,1,0,1
Vision.Objects.Region.FromWaterShed,1,1,1,1,1,0,1
Vision.Objects.Region.FromY8,1,1,1,1,1,0,1
Vision.Objects.Region.IsValid,1,1,1,1,1,0,1
Vision.Objects.Region.New,1,1,1,1,1,0,1
Vision.Objects.SizeCalibrationProcessor.ConstCast,1,1,1,1,0,0,1
Vision.Objects.SizeCalibrationProcessor.IsValid,1,1,1,1,0,0,1
Vision.Objects.SizeCalibrationProcessor.New,1,1,1,1,0,0,1
WaitDialog,0,0,0,0,1,0,0
WeightReferenceDialog,0,0,0,0,1,0,0
WeightToString,0,0,0,0,0,1,0
_oldprint,1,1,1,1,1,1,1
assert,1,1,1,1,1,1,1
bit.arshift,1,1,1,1,1,1,1
bit.band,1,1,1,1,1,1,1
bit.bnot,1,1,1,1,1,1,1
bit.bor,1,1,1,1,1,1,1
bit.bswap,1,1,1,1,1,1,1
bit.bxor,1,1,1,1,1,1,1
bit.lshift,1,1,1,1,1,1,1
bit.rol,1,1,1,1,1,1,1
bit.ror,1,1,1,1,1,1,1
bit.rshift,1,1,1,1,1,1,1
bit.tobit,1,1,1,1,1,1,1
bit.tohex,1,1,1,1,1,1,1
cjson.decode,1,1,1,1,1,1,1
cjson.decode_invalid_numbers,1,1,1,1,1,1,1
cjson.decode_max_depth,1,1,1,1,1,1,1
cjson.encode,1,1,1,1,1,1,1
cjson.encode_invalid_numbers,1,1,1,1,1,1,1
cjson.encode_keep_buffer,1,1,1,1,1,1,1
cjson.encode_max_depth,1,1,1,1,1,1,1
cjson.encode_number_precision,1,1,1,1,1,1,1
cjson.encode_sparse_array,1,1,1,1,1,1,1
cjson.new,1,1,1,1,1,1,1
collectgarbage,1,1,1,1,1,1,1
coroutine.create,1,1,1,1,1,1,1
coroutine.resume,1,1,1,1,1,1,1
coroutine.running,1,1,1,1,1,1,1
coroutine.status,1,1,1,1,1,1,1
coroutine.wrap,1,1,1,1,1,1,1
coroutine.yield,1,1,1,1,1,1,1
debug.debug,1,1,1,1,1,1,1
debug.getfenv,1,1,1,1,1,1,1
debug.gethook,1,1,1,1,1,1,1
debug.getinfo,1,1,1,1,1,1,1
debug.getlocal,1,1,1,1,1,1,1
debug.getmetatable,1,1,1,1,1,1,1
debug.getregistry,1,1,1,1,1,1,1
debug.getupvalue,1,1,1,1,1,1,1
debug.setfenv,1,1,1,1,1,1,1
debug.sethook,1,1,1,1,1,1,1
debug.setlocal,1,1,1,1,1,1,1
debug.setmetatable,1,1,1,1,1,1,1
debug.setupvalue,1,1,1,1,1,1,1
debug.traceback,1,1,1,1,1,1,1
dofile,1,1,1,1,1,1,1
doresource,1,1,1,1,1,1,1
efc3.logger.Log,1,1,1,1,1,1,1
efc3.logger.Print,1,1,1,1,1,1,1
efc3.logger.SetMinSeverityLevel,1,1,1,1,1,1,1
efg400.GetClass,0,0,0,0,0,1,0
efg400.GetGradingProgram,0,0,0,0,0,1,0
efg400.GetPackage,0,0,0,0,0,1,0
efg400.GetStatisticsBatchExcerpt,0,0,0,0,0,1,0
efg400.ObjectManager.GetGradingProgram,0,0,0,0,0,1,0
efg400.ObjectManager.GetPackage,0,0,0,0,0,1,0
efg400.ObjectManager.GetStatisticsBatchExcerpt,0,0,0,0,0,1,0
efg400.OnSystemConfigurationUpdate,0,0,0,0,0,1,0
error,1,1,1,1,1,1,1
gcinfo,1,1,1,1,1,1,1
getfenv,1,1,1,1,1,1,1
getmetatable,1,1,1,1,1,1,1
gl.Accum,1,0,0,1,0,0,0
gl.AlphaFunc,1,0,0,1,0,0,0
gl.AreTexturesResident,1,0,0,1,0,0,0
gl.ArrayElement,1,0,0,1,0,0,0
gl.Begin,1,0,0,1,0,0,0
gl.BindTexture,1,0,0,1,0,0,0
gl.Bitmap,1,0,0,1,0,0,0
gl.BlendFunc,1,0,0,1,0,0,0
gl.CallList,1,0,0,1,0,0,0
gl.CallLists,1,0,0,1,0,0,0
gl.Clear,1,0,0,1,0,0,0
gl.ClearAccum,1,0,0,1,0,0,0
gl.ClearColor,1,0,0,1,0,0,0
gl.ClearDepth,1,0,0,1,0,0,0
gl.ClearIndex,1,0,0,1,0,0,0
gl.ClearStencil,1,0,0,1,0,0,0
gl.ClipPlane,1,0,0,1,0,0,0
gl.Color,1,0,0,1,0,0,0
gl.ColorMask,1,0,0,1,0,0,0
gl.ColorMaterial,1,0,0,1,0,0,0
gl.ColorPointer,1,0,0,1,0,0,0
gl.CopyPixels,1,0,0,1,0,0,0
gl.CopyTexImage,1,0,0,1,0,0,0
gl.CopyTexSubImage,1,0,0,1,0,0,0
gl.CullFace,1,0,0,1,0,0,0
gl.DeleteLists,1,0,0,1,0,0,0
gl.DeleteTextures,1,0,0,1,0,0,0
gl.DepthFunc,1,0,0,1,0,0,0
gl.DepthMask,1,0,0,1,0,0,0
gl.DepthRange,1,0,0,1,0,0,0
gl.Disable,1,0,0,1,0,0,0
gl.DisableClientState,1,0,0,1,0,0,0
gl.DrawArrays,1,0,0,1,0,0,0
gl.DrawBuffer,1,0,0,1,0,0,0
gl.DrawElements,1,0,0,1,0,0,0
gl.DrawPixels,1,0,0,1,0,0,0
gl.EdgeFlag,1,0,0,1,0,0,0
gl.EdgeFlagPointer,1,0,0,1,0,0,0
gl.Enable,1,0,0,1,0,0,0
gl.EnableClientState,1,0,0,1,0,0,0
gl.End,1,0,0,1,0,0,0
gl.EndList,1,0,0,1,0,0,0
gl.EvalCoord,1,0,0,1,0,0,0
gl.EvalMesh,1,0,0,1,0,0,0
gl.EvalPoint,1,0,0,1,0,0,0
gl.FeedbackBuffer,1,0,0,1,0,0,0
gl.Finish,1,0,0,1,0,0,0
gl.Flush,1,0,0,1,0,0,0
gl.Fog,1,0,0,1,0,0,0
gl.FrontFace,1,0,0,1,0,0,0
gl.Frustum,1,0,0,1,0,0,0
gl.GenLists,1,0,0,1,0,0,0
gl.GenTextures,1,0,0,1,0,0,0
gl.Get,1,0,0,1,0,0,0
gl.GetArray,1,0,0,1,0,0,0
gl.GetClipPlane,1,0,0,1,0,0,0
gl.GetConst,1,0,0,1,0,0,0
gl.GetError,1,0,0,1,0,0,0
gl.GetLight,1,0,0,1,0,0,0
gl.GetMap,1,0,0,1,0,0,0
gl.GetMaterial,1,0,0,1,0,0,0
gl.GetPixelMap,1,0,0,1,0,0,0
gl.GetPointer,1,0,0,1,0,0,0
gl.GetPolygonStipple,1,0,0,1,0,0,0
gl.GetString,1,0,0,1,0,0,0
gl.GetTexEnv,1,0,0,1,0,0,0
gl.GetTexGen,1,0,0,1,0,0,0
gl.GetTexImage,1,0,0,1,0,0,0
gl.GetTexLevelParameter,1,0,0,1,0,0,0
gl.GetTexParameter,1,0,0,1,0,0,0
gl.Hint,1,0,0,1,0,0,0
gl.Index,1,0,0,1,0,0,0
gl.IndexMask,1,0,0,1,0,0,0
gl.IndexPointer,1,0,0,1,0,0,0
gl.InitNames,1,0,0,1,0,0,0
gl.IsEnabled,1,0,0,1,0,0,0
gl.IsList,1,0,0,1,0,0,0
gl.IsTexture,1,0,0,1,0,0,0
gl.Light,1,0,0,1,0,0,0
gl.LightModel,1,0,0,1,0,0,0
gl.LineStipple,1,0,0,1,0,0,0
gl.LineWidth,1,0,0,1,0,0,0
gl.ListBase,1,0,0,1,0,0,0
gl.LoadIdentity,1,0,0,1,0,0,0
gl.LoadMatrix,1,0,0,1,0,0,0
gl.LoadName,1,0,0,1,0,0,0
gl.LogicOp,1,0,0,1,0,0,0
gl.Map,1,0,0,1,0,0,0
gl.MapGrid,1,0,0,1,0,0,0
gl.Material,1,0,0,1,0,0,0
gl.MatrixMode,1,0,0,1,0,0,0
gl.MultMatrix,1,0,0,1,0,0,0
gl.NewList,1,0,0,1,0,0,0
gl.Normal,1,0,0,1,0,0,0
gl.NormalPointer,1,0,0,1,0,0,0
gl.Ortho,1,0,0,1,0,0,0
gl.PassThrough,1,0,0,1,0,0,0
gl.PixelMap,1,0,0,1,0,0,0
gl.PixelStore,1,0,0,1,0,0,0
gl.PixelTransfer,1,0,0,1,0,0,0
gl.PixelZoom,1,0,0,1,0,0,0
gl.PointSize,1,0,0,1,0,0,0
gl.PolygonMode,1,0,0,1,0,0,0
gl.PolygonOffset,1,0,0,1,0,0,0
gl.PolygonStipple,1,0,0,1,0,0,0
gl.PopAttrib,1,0,0,1,0,0,0
gl.PopClientAttrib,1,0,0,1,0,0,0
gl.PopMatrix,1,0,0,1,0,0,0
gl.PopName,1,0,0,1,0,0,0
gl.PrioritizeTextures,1,0,0,1,0,0,0
gl.PushAttrib,1,0,0,1,0,0,0
gl.PushClientAttrib,1,0,0,1,0,0,0
gl.PushMatrix,1,0,0,1,0,0,0
gl.PushName,1,0,0,1,0,0,0
gl.RasterPos,1,0,0,1,0,0,0
gl.ReadBuffer,1,0,0,1,0,0,0
gl.ReadPixels,1,0,0,1,0,0,0
gl.Rect,1,0,0,1,0,0,0
gl.RenderMode,1,0,0,1,0,0,0
gl.Rotate,1,0,0,1,0,0,0
gl.Scale,1,0,0,1,0,0,0
gl.Scissor,1,0,0,1,0,0,0
gl.SelectBuffer,1,0,0,1,0,0,0
gl.ShadeModel,1,0,0,1,0,0,0
gl.StencilFunc,1,0,0,1,0,0,0
gl.StencilMask,1,0,0,1,0,0,0
gl.StencilOp,1,0,0,1,0,0,0
gl.TexCoord,1,0,0,1,0,0,0
gl.TexCoordPointer,1,0,0,1,0,0,0
gl.TexEnv,1,0,0,1,0,0,0
gl.TexGen,1,0,0,1,0,0,0
gl.TexImage,1,0,0,1,0,0,0
gl.TexParameter,1,0,0,1,0,0,0
gl.TexSubImage,1,0,0,1,0,0,0
gl.Translate,1,0,0,1,0,0,0
gl.Vertex,1,0,0,1,0,0,0
gl.VertexPointer,1,0,0,1,0,0,0
gl.Viewport,1,0,0,1,0,0,0
io.close,1,0,0,1,0,1,1
io.flush,1,0,0,1,0,1,1
io.input,1,0,0,1,0,1,1
io.lines,1,0,0,1,0,1,1
io.open,1,0,0,1,0,1,1
io.output,1,0,0,1,0,1,1
io.popen,1,0,0,1,0,1,1
io.read,1,0,0,1,0,1,1
io.tmpfile,1,0,0,1,0,1,1
io.type,1,0,0,1,0,1,1
io.write,1,0,0,1,0,1,1
ipairs,1,1,1,1,1,1,1
load,1,1,1,1,1,1,1
loadfile,1,1,1,1,1,1,1
loadstring,1,1,1,1,1,1,1
lw.BrushLayer,1,0,0,1,0,0,0
lw.Button,1,0,0,1,1,0,0
lw.CLuaBrushLayer.IsValid,1,0,0,1,0,0,0
lw.CLuaBrushLayer.New,1,0,0,1,0,0,0
lw.CLuaButton.IsControl,1,0,0,1,0,0,0
lw.CLuaButton.IsValid,1,0,0,1,0,0,0
lw.CLuaButton.New,1,0,0,1,0,0,0
lw.CLuaCheckBox.IsControl,1,0,0,1,0,0,0
lw.CLuaCheckBox.IsValid,1,0,0,1,0,0,0
lw.CLuaCheckBox.New,1,0,0,1,0,0,0
lw.CLuaComboBox.IsControl,1,0,0,1,0,0,0
lw.CLuaComboBox.IsValid,1,0,0,1,0,0,0
lw.CLuaComboBox.New,1,0,0,1,0,0,0
lw.CLuaDialog.IsControl,1,0,0,1,0,0,0
lw.CLuaDialog.IsValid,1,0,0,1,0,0,0
lw.CLuaDialog.New,1,0,0,1,0,0,0
